order,person_name,ig_name,ig_id,ig_strong_id,done,posts,Followers,Following,ig_url,ig_url ig_private,ig_notSure_notFound,ig_repeat,category,followers
24,魔術Channel---Davio,🎩Davio🎩,davio_magic,3025123501,g,2068,35.3萬,674,https://www.instagram.com/davio_magic/,,,,表演藝術,"1,018,319"
25,HOOK,HOOK ,helloiamhook,6666970922,1,,,,https://www.instagram.com/helloiamhook/,,,,"寵物,旅遊,美食料理","2,870,332"
26,lan&Eric,The DoDo Men - 嘟嘟人,thedodomen,22597217534,1,,,,https://www.instagram.com/thedodomen/,,,,"旅遊,趣味搞笑","2,209,418"
27,嘎嫂二伯,嘎嫂二伯,2uncle987,2113732341,g,4181,77.2萬,700,https://www.instagram.com/2uncle987/,,,,"旅遊,家庭母嬰","1,197,000"
28,Peter-Su,Peter Su,peter825,2059966,g,3584,66.7萬,931,https://www.instagram.com/peter825/,,,,"旅遊,知識教育","1,439,199"
29,Sandy-&-Mandy,Sandy&Mandy,sandymandy_official,5694299090,1,579,51.8萬,262,https://www.instagram.com/sandymandy_official/,,,,表演藝術,"4,341,726"
30,愛莉莎莎-Alisasa,愛莉莎莎Alisasa 🐨 ,goodalicia,328949039,g,1636,61.3萬,1266,https://www.instagram.com/goodalicia/,,,,"美妝保養,時尚潮流","2,280,213"
31,彼得爸與蘇珊媽,彼得爸與蘇珊媽,peter_and_susan,22917989,g,3128,11.5萬,1251,https://www.instagram.com/peter_and_susan/,,,,"旅遊,家庭母嬰,帶貨分潤","740,997"
32,江老師,我是江老師,teacherchiang,30136496472,g,1898,30.6萬,621,https://www.instagram.com/teacherchiang,,,,"表演藝術,時尚潮流,家庭母嬰","1,325,283"
33,元元,元 元,1105ya,506333587,1,1521,alvin701,558,https://www.instagram.com/1105ya/,,,,時尚潮流,"2,063,109"
34,林進-飛醺卑鄙-fashion-baby,林進Lingin 林東進飛醺卑鄙Fashionbaby ,lingin1209,371630480,g,8174,71.9萬,2246,https://www.instagram.com/lingin1209/,,,,趣味搞笑,"2,525,842"
35,我是老爸-我不要當爸!,我是老爸，我不要當爸,daddy.iam,3638274950,g,546,10.2萬,300,https://www.instagram.com/daddy.iam/,,,,"旅遊,美食料理","1,212,086"
36,小葵-XiaoKui,小葵 XiaoKui,miao11255,1673522323,g,1359,17.7萬,765,https://www.instagram.com/miao11255/,,,,遊戲電玩,"732,923"
37,星期天,星期天 Sunday,sundayright_dub,1795150072,g,1955,18萬,1570,https://www.instagram.com/sundayright_dub/,,,,綜合其他,"1,267,313"
38,蔡桃貴,蔡桃貴,tsaigray2018,8047388429,1,,,,https://www.instagram.com/tsaigray2018/,,,,"家庭母嬰,趣味搞笑","2,635,309"
39,鹿人,鹿人,twodeerman,1422088439,1,920,41萬,207,https://www.instagram.com/twodeerman/,,,,"表演藝術,趣味搞笑","2,142,976"
40,丹妮婊姐,丹妮婊姐星球,dannybeeech,1387337609,1,1231,25.7萬,2,https://www.instagram.com/dannybeeech/,,,,"美妝保養,時尚潮流,趣味搞笑","1,175,154"
41,麻糬爸,麻糬爸與白爛貓家族,mochi_dad,588016383,1,2543,39萬,116,https://www.instagram.com/mochi_dad/,,,,表演藝術,"969,539"
42,這群人TGOP,這群人 TGOP,thisgroupofpeople,3179636262,1,2365,63.4萬,15,https://www.instagram.com/thisgroupofpeople/,,,,趣味搞笑,"6,443,381"
43,黃氏兄弟,黃氏兄弟,huangbrotherss,6231869789,1,,,,https://www.instagram.com/huangbrotherss/,,,,"趣味搞笑,表演藝術","3,050,475"
44,KEOKI-BLACK布萊克薛薛,布萊克薛薛Drangadrang ,k3okii,192726292,1,,,,https://www.instagram.com/k3okii/,,,,"旅遊,美食料理","1,200,180"
45,廉傑克曼,張廉傑 RJ / 阿傑,jaychang0127,328078093,g,1841,41.3萬,4009,https://www.instagram.com/jaychang0127/,,,,遊戲電玩,"1,161,455"
46,關韶文,關韶文 關關✨,ethan_kuan_kuan,270217123,1,1904,36.7萬,500,https://www.instagram.com/ethan_kuan_kuan/,,,,"美妝保養,趣味搞笑,表演藝術","1,105,298"
47,Andy老師,Andy老師,andy1994x,4017891221,1,,,,https://www.instagram.com/andy1994x/,,,,"趣味搞笑,表演藝術","4,477,727"
48,愛里,愛里,allie.liao,1962736611,g,173,61.3萬,1321,https://www.instagram.com/allie.liao/,,,,"知識教育,趣味搞笑","1,114,973"
49,台灣吧,臺灣吧 Taiwan Bar,taiwan_bar,10724137476,1,,,,https://www.instagram.com/taiwan_bar/,,,,"知識教育,理財創業","1,771,947"
50,那些電影教我的事,那些電影教我的事,lessonsfrommovies,485234984,1,,,,https://www.instagram.com/lessonsfrommovies/,,,,影視評論,"3,868,339"
51,PopDaily,PopDaily 波波黛莉的異想世界,popdaily,1612217393,1,,,,https://www.instagram.com/popdaily/,,,,趣味搞笑,"2,000,074"
52,三原慧悟-Sanyuan_JAPAN,三原 慧悟/サンエン/Mr.3,sanyuan_japan,2036845994,1,,,,https://www.instagram.com/sanyuan_japan/,,,,"旅遊,趣味搞笑","2,189,599"
53,Jason-Chen-陳以桐,Jason Chen 陳以桐,jasondchen,32527641,1,,,,https://www.instagram.com/jasondchen/,,,,表演藝術,"5,761,767"
54,Onion-man-洋蔥先生與阿文,洋蔥先生與阿文,onionman__,1981431196,g,1172,45.7萬,921,https://www.instagram.com/onionman__/,,,,"表演藝術,趣味搞笑","3,134,649"
55,阿啾繪圖同萌,阿啾小劇場,achusan0817,2214961036,1,,,,https://www.instagram.com/achusan0817/,,,,"表演藝術,趣味搞笑","2,062,039"
55,阿啾繪圖同萌,劉啾慶,achu08177,6183789581,1,,,,https://www.instagram.com/achu08177/,,,,"表演藝術,趣味搞笑","2,062,039"
56,閃電狼Flash-Wolves,FlashWolves 閃電狼,flashwolves2013,3882104752,1,,,,https://www.instagram.com/flashwolves2013/,,,,遊戲電玩,"508,753"
57,白癡公主,白癡公主,87acup,323227199,1,,,,https://www.instagram.com/87acup/,,,,趣味搞笑,"3,798,534"
58,健人蓋仇,健人蓋伊,gu_yuze,2945747715,g,,,,https://www.instagram.com/gu_yuze/,,,,運動健身,"1,495,592"
59,Patrick-派翠克,⭐️Patrick 派翠克⭐️,patrickliu0721,564962343,1,,,,https://www.instagram.com/patrickliu0721/,,,,趣味搞笑,"771,016"
60,莊酷炫,莊酷炫,kevin0204660,1247496433,g,,,,https://www.instagram.com/kevin0204660/,,,,趣味搞笑,"1,476,451"
61,Six-Wang,Six Wang ,6tan,144080454,1,,,,https://www.instagram.com/6tan/,,,,遊戲電玩,"718,179"
62,蘿潔塔的廚房,蘿潔塔的廚房,rosalina.kitchen,2319795781,1,,,,https://www.instagram.com/rosalina.kitchen/,,,,"美食料理,帶貨分潤","3,120,115"
63,孫生,孫泩,soon6669,6023506533,g,,,,https://www.instagram.com/soon6669/,,,,趣味搞笑,"966,105"
64,超認真少年-I'm-Serious,超認真少年,imseriou,8743462644,g,1517,13.7萬,744,https://www.instagram.com/imseriou/,,,,知識教育,"1,218,277"
65,辣媽Shania,辣媽Shania,lamashania,331734673,1,,,,https://www.instagram.com/lamashania/,,,,美食料理,"699,785"
66,Lilyflute長笛姐姐,長笛姐姐🪄Lily Flute,lilyflute,2926479106,1,,,,https://www.instagram.com/lilyflute/,,,,表演藝術,"567,551"
67,Bonjour-Louis!-我是路易,Bonjour Louis! 我是路易,bonjour.louis,333041115,1,,,,https://www.instagram.com/bonjour.louis/,,,,旅遊,"893,167"
68,李恩菲x菲菲,LUVSSI ⋆李恩菲x菲菲Aviva🪽,aviva_1028,396335627,g,,,,https://www.instagram.com/aviva_1028/,,,,"運動健身,表演藝術","710,364"
69,羚小鹿,YING 林岱縈,daiying0,594657,g,,,,https://www.instagram.com/daiying0/,,,,"美妝保養,旅遊,表演藝術","835,962"
70,虎麗笑嗨嗨,虎麗笑嗨嗨 高雄美食,hooleefun,987577757,1,,,,https://www.instagram.com/hooleefun/,,,,美食料理,"597,490"
71,林淑芬2.0,C D H｜林淑芬,0_shufen,2616472977,1,,,,https://www.instagram.com/0_shufen/,,,,綜合其他,"1,305,884"
72,紫玥桃,紫玥桃 Cosplay,skauramomo,515352630,g,,,,https://www.instagram.com/skauramomo/,,,,"時尚潮流,表演藝術","669,630"
73,黃山料,黃山料,iam_3636,1269919808,1,,,,https://www.instagram.com/iam_3636/,,,,時事討論,"815,690"
74,木曜4超玩,木曜4超玩,muyao4,5422332449,1,,,,https://www.instagram.com/muyao4/,,,,旅遊,"3,232,620"
75,妮妮-Nini,Nini 妮妮,nini_food0822,563340443,g,,,,https://www.instagram.com/nini_food0822/,,,,"時尚潮流,美食料理","742,426"
76,魚乾,魚乾,annie72127,310596431,1,,,,https://www.instagram.com/annie72127/,,,,"寵物,遊戲電玩,趣味搞笑","2,021,046"
77,見習網美小吳,見習網美小吳,beauty___wu,264560267,g,1728,75.9萬,769,https://www.instagram.com/beauty___wu/,,,,"美妝保養,趣味搞笑","2,449,361"
78,艾爾文,艾爾文,alvin701,1972535324,1,1327,18.8萬,141,https://www.instagram.com/alvin701/,,,,知識教育,"1,564,384"
79,志祺七七,志祺,shasha77.daily,7011513421,1,,,,https://www.instagram.com/shasha77.daily/,,,,"知識教育,時事討論,高階經理人","1,930,515"
80,欸你這週要幹嘛,欸你這週要幹嘛,arielsvlog_816,8320554996,1,,,,https://www.instagram.com/arielsvlog_816/,,,,趣味搞笑,"2,337,506"
81,PEETA葛格,PEETA葛格 ,peeta.gege,255612709,,,,,https://www.instagram.com/peeta.gege/,,,,運動健身,"1,227,284"
82,咪妃Julia,咪妃（榴槤姊姊） ,juliamisakii,646090220,1,,,,https://www.instagram.com/juliamisakii/,,,,"遊戲電玩,表演藝術,趣味搞笑","1,409,063"
83,呱吉,呱吉,froggychiu,143625,g,980,33.9萬,720,https://www.instagram.com/froggychiu/,,,,"趣味搞笑,時事討論","1,402,647"
84,莊政威-Cliff-Chuang,克里夫三,cliffchuang3,6994695601,1,,,,https://www.instagram.com/cliffchuang3/,,,,汽機車,"478,690"
85,漢娜在翻譯,Hanna はんな｜漢娜在翻譯,hannainjp,212901855,1,,,,https://www.instagram.com/hannainjp/,,,,旅遊,"500,526"
86,Ru's-Piano-Ru味春捲,Ru味春捲Ru's Piano ,ruruspiano,589042879,g,1332,22.2萬,693,https://www.instagram.com/ruruspiano/,,,,表演藝術,"3,019,262"
87,P.LEAGUE,P. LEAGUE+,p.league.official,39431801958,1,,,,https://www.instagram.com/p.league.official/,,,,運動健身,"593,134"
88,HahaTai-哈哈台,HahaTai 哈哈台,hahatai_official,2373420238,g,,,,https://www.instagram.com/hahatai_official/,,,,趣味搞笑,"2,011,525"
89,A力地方媽媽,地方媽媽A力,local_mom_ellie,13854284478,g,,,,https://www.instagram.com/local_mom_ellie/,,,,"運動健身,美食料理","683,065"
90,Ines-Wang,王以甯 𝙸 𝙽 𝙴 𝚂,inesinesw,330953157,g,,,,https://www.instagram.com/inesinesw/,,,,"美妝保養,時尚潮流,帶貨分潤","1,024,337"
91,豪吃來吃,豪吃來吃 ｜高雄 嘉義 台南 台中 美食 旅遊 住宿,howeat219,4029942073,1,,,,https://www.instagram.com/howeat219/,,,,美食料理,"428,196"
92,依梨,依梨🐰,lebaby0v0,334198510,1,,,,https://www.instagram.com/lebaby0v0/,,,,"時尚潮流,遊戲電玩","3,025,968"
93,周小葳,葳老闆｜周品均,mayukichou,18346291,g,,,,https://www.instagram.com/mayukichou/,,,,"時尚潮流,高階經理人","635,420"
94,Irene-林艾融,林艾融,irenelin0413,336804104,g,,,,https://www.instagram.com/irenelin0413/,,,,"美妝保養,時尚潮流","1,088,905"
95,BBpPro-Lin-Ching-Chieh-林敬傑,超級熱狗王 林敬傑 IFBB PRO,ackj0301_ifbbpro,356292460,1,,,,https://www.instagram.com/ackj0301_ifbbpro/,,,,運動健身,"561,967"
96,Emma艾瑪,Emma 艾瑪,xollox121,255423608,g,,,,https://www.instagram.com/xollox121/,,,,運動健身,"2,020,054"
97,電瀨少女-女孩的科技日常,電獺少女,aottergirls,1918317716,1,,,,https://www.instagram.com/aottergirls/,,,,3C科技,"1,693,313"
98,喬喬兒Sylvia,喬喬兒QQE / 紀馨喬,qqe_52772,1106091356,g,,,,https://www.instagram.com/qqe_52772/,,,,"美妝保養,旅遊,表演藝術","1,519,153"
99,柴犬Nana和阿楞的一天,柴犬Nana和阿楞的一天,nana_aleng,259690279,999,,,,https://www.instagram.com/nana_aleng/,,,,寵物,"1,115,342"
100,瑀熙-Yuci,瑀熙Yuci🐻,uccu0323,330362747,g,,,,https://www.instagram.com/uccu0323/,,,,"旅遊,遊戲電玩","3,380,376"
